Updating,Tracing,Infector,Total
1611990,233296,522474,2367781
1726585,344480,497686,2568786
1721440,280847,498208,2500531
1742651,276130,492254,2511068
1726826,232468,494345,2453669
1420223,230912,433876,2085025
1597478,231524,434129,2263153
1729219,161109,489690,2380037
1718686,129335,490280,2338317
1715663,146358,490721,2352755
1745293,131200,490564,2367076
1715187,129423,491044,2335666
1417197,127363,435809,1980379
1595615,126942,437316,2159887
1734700,126973,497004,2358687
1713911,127330,499871,2341143
1725007,149751,494424,2369210
1750594,186883,496055,2433552
1734696,186482,506058,2427256
1414630,145610,443375,2003632
1598571,133238,446728,2178552
1716358,150273,504000,2370644
1710334,126929,512350,2349632
1714423,159637,508160,2382240
1730460,159467,516242,2406189
1720535,166459,516156,2403169
1422654,129677,464341,2016688
1599777,126755,470146,2196710
1712550,126966,532635,2372178
1711897,162211,536872,2411014
1713001,147850,542121,2403003
1710277,126913,548466,2385675
1714524,128387,560599,2403542
1423813,128181,517122,2069138
1621502,126560,528728,2276828
1750149,127405,593669,2471246
1724052,153633,602673,2480383
1718622,126591,611688,2456942
1714574,132474,623741,2470814
1718839,127183,641018,2487070
1425603,126846,600641,2153118
1596296,126590,617091,2340022
1717084,126830,686663,2530615
1715304,127133,692579,2535144
1711058,127025,696168,2534298
1711592,126612,699935,2538186
1715254,140689,704491,2560497
1419078,126640,650073,2195827
1593953,131446,655102,2380547
1722996,130839,709399,2563269
1744780,129001,699399,2573233
1719281,134556,682111,2535985
1727859,126953,669356,2524212
1711763,152847,656217,2520868
1418271,152937,589056,2160292
1599893,126984,577226,2304139
1717578,136359,621436,2475400
1724677,126458,604984,2456148
1711592,126435,588919,2426973
1719612,127019,577779,2424431
1721436,127067,565092,2413624
1416350,126508,502201,2045102
1595581,126615,490849,2213063
1711048,126397,541780,2379251
1718988,128395,546630,2394051
1716355,126852,525938,2369171
1716936,163835,520550,2401335
1713521,126818,517018,2357371
1419833,153497,455155,2028503
1603011,127169,453077,2183271
1713804,144603,507165,2365585
1710516,126567,505029,2342124
1717602,126962,502905,2347480
1721501,126410,501808,2349729
1718972,126474,501308,2346764
1416540,126508,446638,1989698
1600693,126833,442843,2170378
1722906,138401,497795,2359125
1718829,127042,496667,2342547
1714009,126595,497529,2338145
1710724,126334,496169,2333236
1729319,128420,497957,2355706
1426958,128274,438268,1993509
1616887,127023,441307,2185228
1724518,126671,494129,2345327
1714065,126670,493088,2333856
1727048,127246,493285,2347603
1722617,127354,492257,2342239
1712276,155314,493214,2360814
1420558,126934,434677,1982181
1593918,148951,435052,2177935
1722815,128164,491397,2342389
1720351,135831,491773,2347965
1710273,127534,491311,2329128
1724454,126777,490834,2342075
1713484,127871,491093,2332460
1415529,127845,434875,1978259
1594650,127349,434052,2156064
1709254,128932,490740,2328935
1715332,129170,493144,2337661
