Updating,Tracing,Infector,Total
1484069,227222,70059948,71771255
1581269,245324,70450575,72277273
1564173,225152,70234380,72023733
1571071,225441,70055724,71852267
1579260,227300,70248866,72055455
1188824,225591,65767416,67181873
1391083,267911,65811269,67470311
1572505,125473,70245031,71943037
1586208,126849,69971027,71684110
1555744,123491,69669400,71348659
1659857,135317,69791231,71586424
1676931,167977,69928891,71773815
1277518,127499,65203136,66608187
1501411,126193,65077668,66705290
1666705,124267,70167620,71958606
1664461,120384,70179650,71964528
1672093,120711,70165450,71958270
1669562,121253,69965485,71756324
1666788,119047,70078372,71864222
1310333,118997,65521018,66950365
1506293,118616,65490323,67115246
1674719,118789,70074752,71868279
1681765,118230,70077532,71877542
1677979,118508,70071210,71867710
1725437,119464,70121011,71965927
1711421,116571,70189889,72017896
1355165,116751,65389967,66861914
1541977,117298,65698218,67357508
1747071,117044,70208306,72072436
1669522,115825,70143434,71928794
1679469,115820,70076750,71872067
1689577,116659,69845203,71651454
1685463,116198,69871140,71672832
1308465,116072,64771704,66196264
1515421,116501,64831985,66463928
1652165,116329,69438768,71207285
1658089,116746,69972677,71747526
1725621,116437,69859089,71701166
1680398,116619,69767117,71564162
1665480,116252,69718294,71500041
1313967,116656,64928823,66359460
1517814,116868,64741994,66376691
1658777,116500,69435347,71210638
1686162,119353,69193654,70999191
1659627,116683,69304900,71081243
1670367,116891,69268850,71056122
1733837,118120,69147779,70999752
1322431,117090,64348084,65787620
1517359,117532,64379925,66014832
1696944,117080,68759347,70573386
1666954,116557,68836423,70619948
1692840,117055,68683141,70493052
1699837,117440,68859381,70676677
1683820,116360,68757808,70558005
1384335,117326,63972770,65474448
1549648,117115,63977667,65644445
1672303,116064,68925120,70713500
1706121,117798,68892375,70716308
1692248,116922,68896675,70705858
1691531,116495,68534501,70342542
1666911,116630,68946186,70729762
1317629,117058,64198218,65632924
1510428,116586,64612813,66239843
1709252,116560,69214253,71040078
1671536,116476,69059866,70847907
1666649,116142,69193791,70976606
1659082,116209,69317591,71092899
1667563,116501,69318502,71102587
1363572,116396,64651003,66131011
1506570,116077,64814259,66436929
1679226,115353,69735021,71529620
1667459,116327,69787296,71571120
1710091,117035,69973384,71800539
1665789,116814,69851038,71633668
1726068,116410,69743422,71585930
1310259,115311,64804892,66230491
1528508,116527,65030761,66675838
1660777,118312,70188658,71967783
1702852,115870,70072519,71891286
1659082,117826,70264906,72041851
1671895,116651,69836675,71625246
1756077,117820,70064115,71938052
1318798,116435,65119187,66554454
1589023,117586,64980230,66686911
1687278,115256,69895614,71698193
1744554,116355,70142829,72003771
1686239,116098,70122238,71924602
1692591,115693,70130988,71939293
1676534,117148,69977308,71771023
1317641,116862,65161599,66596146
1524973,120965,64933647,66579609
1665803,116572,69856872,71639273
1668278,117147,70002243,71787699
1715555,117192,70192177,72024959
1678369,116548,70239762,72034709
1664360,116755,70187336,71968479
1324892,120003,65321856,66766773
1505194,117342,65238824,66861386
1746239,116431,70064820,71927511
1666497,120105,70008921,71795549
