Updating,Tracing,Infector,Total
1474904,215585,885165,2575672
1615857,216349,524784,2357009
1636022,218406,504373,2358814
1597056,214978,522051,2334097
1585912,216047,520767,2322742
1186684,216638,419845,1823185
1403833,216578,438916,2059339
1620464,119616,498898,2238991
1610516,126852,516863,2254247
1585884,118840,502065,2206800
1647516,139094,506696,2293317
1622330,121167,507922,2251430
1179662,120096,433849,1733618
1423721,118665,480792,2023189
1624024,165369,645484,2434928
1625271,251362,530988,2407638
1596005,161640,625268,2382939
1615481,135654,548951,2300105
1591265,121885,567961,2281124
1194512,164335,496437,1855297
1421241,121568,504791,2047609
1619594,132330,600485,2352419
1619487,119760,615121,2354378
1625814,120364,642060,2388253
1613188,121090,715413,2449704
1571463,160401,677854,2409738
1203837,175135,620505,1999489
1395598,128563,660881,2185057
1588360,121948,794939,2505261
1593988,119703,842127,2555834
1624901,164203,854940,2644076
1592809,121134,898640,2612593
1612757,120156,956936,2689867
1188011,119951,890553,2198527
1427008,120263,1000738,2548026
1602527,134657,1160252,2897449
1600572,118816,1213744,2933147
1602529,120579,1271446,2994569
1605014,164694,1342138,3111861
1589423,120161,1435156,3144752
1201677,119966,1460185,2781842
1421374,119733,1554283,3095403
1595634,117321,1724349,3437316
1594240,120864,1792679,3507794
1592683,120133,1821274,3534112
1640614,121149,1841239,3603015
1648381,120991,1907950,3677336
1249119,115893,1764849,3129881
1416641,117174,1796856,3330688
1590146,136902,1859212,3586270
1598515,118594,1758066,3475186
1605605,119984,1733438,3459037
1606377,119235,1677432,3403055
1611633,165132,1557024,3333801
1203459,119704,1392044,2715220
1425509,121236,1325740,2872501
1610739,121031,1332288,3064071
1613972,119613,1232163,2965763
1608084,118235,1165805,2892133
1597356,121366,1079115,2797852
1591068,121410,991317,2703815
1188699,120260,834407,2143379
1416409,122059,802667,2341150
1590753,118686,810100,2519560
1591878,164210,783791,2539898
1607854,119204,737981,2465051
1589706,120146,705887,2415757
1618226,120489,684028,2422758
1192739,120962,568162,1881883
1421856,120477,549630,2091979
1592484,120620,619526,2332645
1583687,119124,611085,2313910
1586168,120284,588019,2294489
1588347,121808,599878,2310045
1584826,120895,574323,2280060
1188302,122672,493040,1804031
1410191,121224,478884,2010311
1601913,120157,577475,2299554
1603347,120070,554103,2277543
1603960,120676,570037,2294688
1586849,120379,543245,2250483
1583088,119721,564366,2267192
1187943,120000,439081,1747034
1413141,162880,443012,2019054
1589137,121508,533308,2243971
1572680,138152,514899,2225742
1584854,119859,529241,2233963
1583432,121325,531901,2236670
1669499,120884,518207,2308605
1176460,113993,415683,1706148
1404610,114501,416046,1935169
1574326,143347,499354,2217038
1580130,116932,500718,2197791
1581353,115647,510120,2207132
1616432,118255,521094,2255793
1601266,117131,502593,2221001
1176322,116418,421484,1714235
1454293,124615,421638,2000570
1620435,115564,499826,2235837
1613959,116736,547092,2277798
