Updating,Tracing,Infector,Total
1667083,219906,191903956,193790961
1772846,253852,192072038,194098799
1773666,219261,191692711,193685667
1772511,220370,193046776,195039693
1773536,223067,191566455,193563092
1475134,219221,176718685,178413065
1664097,218657,177044316,178927102
1793783,120546,191952949,193867310
1770617,122586,191459359,193352586
1774227,120498,191288521,193183266
1773478,123775,192371270,194268547
1769722,121559,191569423,193460725
1476581,121053,176973990,178571650
1657782,124952,176809968,178592738
1772289,119437,191592310,193484059
1776023,136613,191671744,193584421
1778814,121679,191431389,193331904
1771835,120744,191764300,193656902
1769842,119937,191556166,193445966
1477297,120198,176928688,178526206
1671053,121419,177128734,178921229
1771016,119195,191623169,193513407
1771114,136861,192639117,194547115
1786883,121344,191337841,193246089
1781786,120862,192198068,194100738
1770881,120070,191175066,193066039
1475190,119888,176906105,178501205
1661227,119604,177006283,178787135
1773885,119818,191972063,193865789
1772294,119661,191297376,193189356
1772303,119935,191411416,193303682
1786439,120281,191495992,193402736
1771646,119826,191279770,193171267
1476078,119760,176878220,178474082
1678340,119796,176693913,178492086
1773356,119455,192079511,193972348
1771870,148623,191788529,193709046
1771072,119836,190883654,192774582
1775276,157119,190472438,192404859
1772264,129727,191331556,193233570
1479550,119746,176160254,177759574
1680175,119741,176078403,177878340
1773459,120167,190266207,192159851
1773205,119843,190588102,192481170
1796636,120318,190081828,191998802
1774506,120091,189344766,191239384
1773372,120526,190102805,191996724
1483142,119943,175020501,176623612
1667816,160980,174947856,176776677
1772216,141217,188992376,190905827
1770665,121858,188288266,190180813
1774411,150353,189878256,191803040
1771507,121248,189818322,191711100
1772936,120092,188510085,190403134
1480064,119751,174377506,175977342
1656317,119483,174486144,176261967
1780926,119597,188544532,190445079
1798009,120178,188584132,190502357
1786750,119965,188631404,190538141
1794660,120539,188627661,190542880
1782861,119935,188814135,190716970
1477924,119830,175840612,177438396
1658104,119324,175637089,177414541
1777663,119524,189803834,191701043
1769823,120988,189795287,191686139
1770714,136226,189765586,191672548
1776991,121331,190024345,191922683
1773303,119811,190707673,192600800
1487545,120073,176965668,178573305
1668500,121073,176914522,178704109
1770810,119441,191483020,193373287
1772248,120511,191553299,193446072
1771698,119766,191335529,193227008
1774663,119900,191239711,193134290
1777877,131589,191311318,193220808
1478353,121117,177855598,179455087
1659377,154570,177688378,179502347
1773243,131572,191791281,193696119
1772633,130059,191917575,193820285
1770733,119659,192077846,193968259
1774873,119733,192066656,193961282
1772102,119703,192039780,193931607
1475218,119833,178286351,179881424
1664793,119817,179127323,180911952
1774796,120058,192693660,194588532
1772262,119952,192149268,194041513
1771842,122328,192204506,194098707
1772639,126090,192259426,194158182
1773072,123166,191667234,193563495
1477347,119650,178475660,180072682
1656999,148808,178391486,180197314
1771495,148697,192476623,194396833
1773672,138820,192086346,193998867
1769496,119960,192342916,194232397
1797395,121512,192520228,194439163
1790987,120986,192515201,194427197
1487898,125918,178615811,180229655
1678267,120057,178230240,180028592
1771566,138779,192092837,194003220
1785461,121486,192229212,194136188
