Updating,Tracing,Infector,Total
1619371,227477,503119,2349987
1723147,228001,480878,2432051
1724785,404849,484642,2614293
1751572,389234,494134,2634979
1796563,367396,489723,2653715
1423465,227537,436185,2087211
1599121,227176,429463,2255796
1733318,125218,488998,2347550
1720155,126645,489596,2336413
1718276,165168,490484,2373940
1719558,128238,492516,2340324
1744003,159182,498099,2401304
1424190,125197,444761,1994161
1605089,150583,451002,2206686
1726761,125237,508522,2360533
1724281,141410,512855,2378566
1733273,124874,521346,2379511
1720887,125389,530560,2376858
1728223,124841,543786,2396862
1423743,167961,486985,2078702
1611341,148664,497071,2257090
1728711,125308,566111,2420142
1742524,169790,579057,2491404
1736074,163908,600135,2500132
1785573,134852,604747,2525184
1721087,134786,629289,2485173
1422667,135120,599634,2157433
1604426,124883,626884,2356206
1722407,124661,714908,2562001
1725424,125095,743928,2594459
1742579,139939,773944,2656504
1723298,136127,811264,2670705
1726471,128316,862652,2717457
1433396,125388,866536,2425333
1609185,125704,931721,2666630
1721276,124145,1052830,2898265
1742138,125587,1101270,2969007
1725203,124921,1157923,3008061
1719563,124665,1218077,3062319
1727244,124281,1302646,3154194
1423844,124243,1317247,2865346
1604278,166803,1439292,3210399
1728462,125365,1538826,3392681
1725544,134501,1567483,3427541
1721266,153695,1585294,3460268
1723517,125023,1617066,3465619
1724567,124705,1664946,3514231
1423054,124622,1582139,3129829
1600730,125339,1593488,3319572
1724393,143622,1648084,3516110
1720758,124683,1585343,3430798
1739303,128487,1507888,3375694
1746986,125904,1452013,3324915
1765076,126089,1376298,3267486
1427565,124653,1250912,2803142
1612842,124463,1193957,2931277
1742945,124310,1223942,3091226
1726184,149952,1095978,2972133
1726896,124215,1018607,2869730
1732735,124840,950102,2807689
1724971,158874,891532,2775399
1424511,124268,781911,2330702
1633631,136747,735479,2505870
1717405,125699,749433,2592548
1719201,124026,710115,2553361
1719432,168484,678910,2566840
1729701,124279,647649,2501644
1724205,124449,622981,2471647
1423827,125052,560960,2109854
1602238,124179,525725,2252154
1730364,124308,567669,2422353
1722731,124740,557014,2404506
1728950,124395,545596,2398953
1725870,124689,534325,2384897
1718680,126708,526064,2371469
1454655,124300,460854,2039839
1601587,164713,455345,2221657
1719170,123794,507511,2350487
1718149,150509,502563,2371233
1725602,123665,499243,2348522
1720099,138016,494711,2352837
1726069,124920,499298,2350298
1425673,126345,433616,1985645
1601366,123807,432250,2157435
1721116,124370,488346,2333844
1717651,124052,486642,2328357
1718741,124371,487488,2330611
1717901,124142,487535,2329590
1736298,127335,488618,2352265
1421064,126430,427450,1974957
1603073,125029,427498,2155611
1716622,123951,487672,2328258
1717628,125349,484253,2327240
1726273,125008,487075,2338368
1719805,124063,485889,2329769
1777636,143603,483389,2404662
1421284,125184,424661,1971145
1598740,137998,425263,2162013
1719972,125926,482307,2328217
1721479,128650,483128,2333271
