Updating,Tracing,Infector,Total
1474597,222353,232038621,233735588
1605678,222258,233110300,234938355
1574043,222530,233679200,235475803
1583552,222091,233527306,235332979
1522769,220879,233408968,235152640
1156663,215202,218539447,219911333
1351134,209945,218320803,219881917
1507102,111829,233934394,235553347
1494198,110214,233908539,235512971
1497160,108807,234517102,236123086
1550564,119504,234193882,235863965
1502374,109522,234369479,235981407
1172503,110630,217727754,219010907
1390569,113355,218007235,219511178
1531724,111705,234576511,236219956
1502991,108819,234304956,235916792
1575561,109382,234326418,236011379
1549471,109271,234326421,235985185
1545620,108814,234368722,236023170
1166312,108456,217400177,218674963
1349133,109315,217817853,219276314
1518899,109617,234673814,236302359
1570583,110251,234674990,236355837
1559671,108860,234104708,235773252
1563348,110079,233853986,235527430
1498753,108121,234107163,235714048
1193166,108556,217276061,218577796
1344540,108522,217511977,218965051
1550337,108564,233860084,235518997
1557183,108347,233734333,235399876
1506531,108329,233293686,234908576
1534530,108535,233462032,235105110
1502293,108654,233772360,235383331
1139679,108536,217448865,218697093
1344585,108637,216899011,218352248
1496119,108799,232977849,234582780
1515129,109191,233289007,234913344
1543528,111279,232907204,234562027
1504263,108666,232064141,233677082
1522102,109685,231716509,233348311
1138157,109538,215478405,216726120
1351245,109154,215356659,216817071
1491810,108971,231038054,232638848
1542163,110100,231174363,232826645
1532733,111052,231206543,232850344
1515885,109663,231044020,232669584
1494004,109812,230586140,232189973
1166167,110378,213588775,214865344
1347532,109685,213848860,215306093
1509978,109201,229986381,231605579
1519756,109925,229134988,230764680
1526965,111305,229095270,230733552
1552128,109784,229012914,230674842
1552934,109965,228832333,230495258
1149943,108975,213056696,214315628
1375902,109292,213155502,214640707
1553929,109922,228854501,230518366
1511663,108927,228876269,230496873
1517997,108619,229006418,230633058
1494657,109917,229687523,231292111
1511189,108467,229424415,231044105
1191032,109611,214007092,215307750
1383172,111029,214192376,215686607
1521090,109672,230189981,231820756
1494901,109643,230548261,232152821
1502827,109273,230645412,232257537
1550812,108910,231323131,232982868
1524167,108406,231633499,233266086
1141779,108772,215633467,216884051
1378311,108048,215534720,217021093
1535263,107999,232332463,233975739
1498482,107927,231806947,233413373
1537878,108586,232427325,234073809
1511088,107969,232338280,233957354
1516517,108190,232496789,234121530
1162882,108291,216691673,217962863
1372213,108095,216340797,217821125
1526722,108808,233344607,234980165
1522675,108242,232987283,234618233
1508236,107914,233052688,234668862
1526692,108321,233104276,234739306
1496100,108133,233355626,234959892
1160504,109431,217016802,218286755
1389869,108864,217063392,218562150
1506915,108154,233628898,235243983
1499382,108785,233484379,235092565
1515083,109804,232996404,234621314
1506478,108115,232726304,234340917
1547490,110387,233410631,235068529
1158192,111288,216569535,217839033
1355152,108312,216675470,218138959
1500159,108745,232930026,234538958
1528487,108791,233104174,234741477
1501972,109541,233780431,235391981
1541915,108637,233448721,235099294
1493978,110569,233106226,234710810
1167131,110215,216924197,218201570
1340950,109847,216616161,218066988
1519587,108155,233225463,234853225
1550475,112868,233025657,234689018
